rank,site_id,friendly_name,site_name,site_name_from_volume_csv,signal_type,municipality,total_cleaned_volume,latitude,longitude,has_coordinates,percentile_rank,traffic_band,volume_ratio,lookup_source,google_maps_url
4414,2917,King / Little Lonsdale,KING/LITTLE LONSDALE,2014-01,INT,MBN,7641189,-37.813447,144.954374,True,5.157962604771115,green,0.011329,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.813447,144.954374"
4415,1977,Ballan / Kinglake,BALLAN/KINGLAKE,2025-03,INT,WYN,7592759,-37.864448,144.603013,True,5.136471093917903,green,0.011257,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.864448,144.603013"
4416,3277,2014-01,2014-01,2014-01,,,7589722,,,False,5.11497958306469,green,0.011252,,https://www.google.com/maps/search/?api=1&query=SCATS%203277%202014-01%20Victoria
4417,32268,2025-08,2025-08,2025-08,,,7548670,,,False,5.093488072211477,green,0.011192,,https://www.google.com/maps/search/?api=1&query=SCATS%2032268%202025-08%20Victoria
4418,5940,MT BAINBRIDGE near STEWART,MT BAINBRIDGE NR STEWART,2015-06,POS,SGR,7508599,-37.733744,142.013461,True,5.071996561358263,green,0.011132,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.733744,142.013461"
4419,6048,GOULBURN VALLEY Highway near PRENTICE,GOULBURN VALLEY HWY NR PRENTICE,2019-07,POS,STB,7475637,-36.784552,145.15376,True,5.05050505050505,green,0.011083,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-36.784552,145.15376"
4420,3282,2014-01,2014-01,2014-01,,,7475618,,,False,5.029013539651837,green,0.011083,,https://www.google.com/maps/search/?api=1&query=SCATS%203282%202014-01%20Victoria
4421,2915,Queen / Little Lonsdale,QUEEN/LITTLE LONSDALE,2014-01,INT,MBN,7371001,-37.812025,144.959343,True,5.007522028798625,green,0.010928,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.812025,144.959343"
4422,2234,Belgrave-Gembrook Rd / Bayview Rd,Belgrave-Gembrook Rd/Bayview Rd,2023-10,INT,YRG,7333562,-37.908873,145.356069,True,4.986030517945412,green,0.010873,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.908873,145.356069"
4423,2360,2022-10,2022-10,2022-10,,,7172178,,,False,4.964539007092199,green,0.010633,,https://www.google.com/maps/search/?api=1&query=SCATS%202360%202022-10%20Victoria
4424,5486,Horseshoe Bend / Worn / Precinct,HORSESHOE BEND / WORN / PRECINCT,2023-08,INT,GLG,7021168,-38.213091,144.358031,True,4.943047496238986,green,0.010409,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.213091,144.358031"
4425,4875,Bridport / Light Rail Crossing,BRIDPORT/LIGHT RAIL CROSSING,2014-01,INT,PTP,7002145,-37.839982,144.95818,True,4.921555985385773,green,0.010381,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.839982,144.95818"
4426,2476,2024-11,2024-11,2024-11,,,6926527,,,False,4.9000644745325594,green,0.010269,,https://www.google.com/maps/search/?api=1&query=SCATS%202476%202024-11%20Victoria
4427,3275,2014-01,2014-01,2014-01,,,6917869,,,False,4.878572963679346,green,0.010256,,https://www.google.com/maps/search/?api=1&query=SCATS%203275%202014-01%20Victoria
4428,32100,Greigs Road / Innovation Avenuenue,GREIGS ROAD / INNOVATION AVENUE,2024-08,INT,MLT,6900494,-37.744165,144.661465,True,4.857081452826133,green,0.010231,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.744165,144.661465"
4429,7047,Swallow / Light Rail Crossing,SWALLOW/LIGHT RAIL CROSSING,2015-03,INT,PTP,6889240,-37.837689,144.936283,True,4.835589941972921,green,0.010214,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.837689,144.936283"
4430,404,KINGSWAY near O'SULLIVAN,KINGSWAY NR O'SULLIVAN,2023-10,POS,MSH,6878462,-37.878934,145.164017,True,4.814098431119708,green,0.010198,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.878934,145.164017"
4431,32027,Nepean Highway / Forrest Drive,Nepean Highway / Forrest Drive,2023-10,INT,MRP,6830249,-38.285772,145.030942,True,4.792606920266495,green,0.010126,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.285772,145.030942"
4432,7664,2014-01,2014-01,2014-01,,,6646311,,,False,4.771115409413282,green,0.009854,,https://www.google.com/maps/search/?api=1&query=SCATS%207664%202014-01%20Victoria
4433,2533,WILTSHIRE BLVD near SADIE AVE,WILTSHIRE BLVD NR SADIE AVE,2020-09,POS,MLT,6583804,-37.714344,144.627953,True,4.749623898560069,green,0.009761,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.714344,144.627953"
4434,6648,2022-09,2022-09,2022-09,,,6561931,,,False,4.7281323877068555,green,0.009729,,https://www.google.com/maps/search/?api=1&query=SCATS%206648%202022-09%20Victoria
4435,5865,Western / Streetawell-Avoca / Lake Fyans,WESTERN/STAWELL-AVOCA/LAKE FYANS,2023-10,INT,NGR,6517058,-37.064172,142.765048,True,4.706640876853642,green,0.009662,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.064172,142.765048"
4436,32045,Ballarto Road / Riverland Road,Ballarto Road / Riverland Road,2023-09,INT,CAS,6469572,-38.139063,145.368894,True,4.685149366000429,green,0.009592,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.139063,145.368894"
4437,2367,Timbertop Boulevard / Hedgevale Drive / Pink Hill Bouelvard,Timbertop Boulevard / Hedgevale Drive / Pink Hill Bouelvard,2023-03,INT,CAR,6430622,-38.055618,145.398425,True,4.663657855147217,green,0.009534,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.055618,145.398425"
4438,6249,2023-10,2023-10,2023-10,,,6424316,,,False,4.642166344294004,green,0.009525,,https://www.google.com/maps/search/?api=1&query=SCATS%206249%202023-10%20Victoria
4439,32064,2025-02,2025-02,2025-02,,,6390889,,,False,4.620674833440791,green,0.009475,,https://www.google.com/maps/search/?api=1&query=SCATS%2032064%202025-02%20Victoria
4440,1869,Grand Boulevard / Altezze Drive,Grand Boulevard/Altezze Drive,2023-10,INT,WYN,6246328,-37.911917,144.769999,True,4.599183322587578,green,0.009261,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.911917,144.769999"
4441,5445,2025-04,2025-04,2025-04,,,6178190,,,False,4.577691811734365,green,0.00916,,https://www.google.com/maps/search/?api=1&query=SCATS%205445%202025-04%20Victoria
4442,6350,2025-05,2025-05,2025-05,,,6166625,,,False,4.556200300881152,green,0.009143,,https://www.google.com/maps/search/?api=1&query=SCATS%206350%202025-05%20Victoria
4443,2911,Exhibition / Little Lonsdale,EXHIBITION/LITTLE LONSDALE,2014-01,INT,MBN,6120243,-37.809136,144.969196,True,4.534708790027938,green,0.009074,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.809136,144.969196"
4444,32133,2025-04,2025-04,2025-04,,,6105477,,,False,4.513217279174726,green,0.009052,,https://www.google.com/maps/search/?api=1&query=SCATS%2032133%202025-04%20Victoria
4445,2359,Baxterpark Dr btwn Shamrock-Arklay,Baxterpark Dr btwn Shamrock-Arklay,2022-10,POS,MLT,6063112,-37.712116,144.619455,True,4.491725768321513,green,0.008989,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.712116,144.619455"
4446,32178,2025-07,2025-07,2025-07,,,6059798,,,False,4.4702342574683005,green,0.008984,,https://www.google.com/maps/search/?api=1&query=SCATS%2032178%202025-07%20Victoria
4447,6096,HAWDON near REA (SHEPP HS),HAWDON NR REA (SHEPP HS),2019-11,POS,GSH,6026731,-36.371481,145.415219,True,4.448742746615087,green,0.008935,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-36.371481,145.415219"
4448,5494,Fyans Street / Wood Street,Fyans Street / Wood Street,2024-08,INT,GLG,5913388,-38.166581,144.369959,True,4.427251235761874,green,0.008767,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.166581,144.369959"
4449,2364,Hardys Road / Bells Road,HARDYS ROAD / BELLS ROAD,2023-05,INT,CAS,5897848,-38.107805,145.366467,True,4.405759724908661,green,0.008744,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.107805,145.366467"
4450,3278,2014-01,2014-01,2014-01,,,5848556,,,False,4.384268214055448,green,0.008671,,https://www.google.com/maps/search/?api=1&query=SCATS%203278%202014-01%20Victoria
4451,32191,2025-08,2025-08,2025-08,,,5841894,,,False,4.362776703202234,green,0.008661,,https://www.google.com/maps/search/?api=1&query=SCATS%2032191%202025-08%20Victoria
4452,2196,2019-08,2019-08,2019-08,,,5790822,,,False,4.341285192349022,green,0.008585,,https://www.google.com/maps/search/?api=1&query=SCATS%202196%202019-08%20Victoria
4453,32146,2024-12,2024-12,2024-12,,,5754157,,,False,4.31979368149581,green,0.008531,,https://www.google.com/maps/search/?api=1&query=SCATS%2032146%202024-12%20Victoria
4454,1587,Fogarty Avenue near Wembley Avenue,Fogarty Avenue NR Wembley Avenue,2014-12,POS,MRG,5750299,-37.823914,144.871201,True,4.298302170642597,green,0.008525,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.823914,144.871201"
4455,6705,2024-09,2024-09,2024-09,,,5734467,,,False,4.276810659789383,green,0.008502,,https://www.google.com/maps/search/?api=1&query=SCATS%206705%202024-09%20Victoria
4456,32026,Bridge Inn Road / Garden Road,BRIDGE INN ROAD / GARDEN ROAD,2024-10,INT,WHI,5692280,-37.604834,145.132238,True,4.25531914893617,green,0.008439,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.604834,145.132238"
4457,8521,Hyde Street / Leek Street,Hyde Street/Leek Street,2018-08,INT,MRG,5656625,-37.817339,144.896658,True,4.233827638082957,green,0.008386,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.817339,144.896658"
4458,32104,2025-10,2025-10,2025-10,,,5625144,,,False,4.212336127229744,green,0.00834,,https://www.google.com/maps/search/?api=1&query=SCATS%2032104%202025-10%20Victoria
4459,1877,2021-10,2021-10,2021-10,,,5591572,,,False,4.190844616376531,green,0.00829,,https://www.google.com/maps/search/?api=1&query=SCATS%201877%202021-10%20Victoria
4460,5433,Baanip Boulevard / Boundary Road,BAANIP BOULEVARD / BOUNDARY ROAD,2023-10,INT,GLG,5545611,-38.216454,144.311988,True,4.169353105523318,green,0.008222,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.216454,144.311988"
4461,1848,2021-10,2021-10,2021-10,,,5522100,,,False,4.147861594670106,green,0.008187,,https://www.google.com/maps/search/?api=1&query=SCATS%201848%202021-10%20Victoria
4462,5426,2022-10,2022-10,2022-10,,,5478571,,,False,4.126370083816893,green,0.008122,,https://www.google.com/maps/search/?api=1&query=SCATS%205426%202022-10%20Victoria
4463,5455,2024-11,2024-11,2024-11,,,5411291,,,False,4.104878572963679,green,0.008023,,https://www.google.com/maps/search/?api=1&query=SCATS%205455%202024-11%20Victoria
4464,32079,Hardys Road / Burlina Boulevard,HARDYS ROAD / BURLINA BOULEVARD,2023-10,INT,CAS,5400070,-38.107245,145.360939,True,4.083387062110466,green,0.008006,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.107245,145.360939"
4465,2015,MELBOURNE near HOBART (KNOX CITY),MELBOURNE NR HOBART (KNOX CITY),2014-01,POS,KNO,5365173,-37.86925,145.241974,True,4.061895551257253,green,0.007954,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.86925,145.241974"
4466,5467,2025-10,2025-10,2025-10,,,5277503,,,False,4.040404040404041,green,0.007824,,https://www.google.com/maps/search/?api=1&query=SCATS%205467%202025-10%20Victoria
4467,1878,Hayes Hill Boulevard / Eucalyptus Parade,HAYES HILL BOULEVARD / EUCALYPTUS PARADE,2022-02,INT,WHI,5011683,-37.544842,144.991922,True,4.0189125295508275,green,0.00743,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.544842,144.991922"
4468,32070,Ballarto Road / Flinders Christian Community College Access,Ballarto Road/Flinders Christian Community College Access,2025-01,INT,FRA,4986175,-38.115396,145.179483,True,3.9974210186976147,green,0.007392,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.115396,145.179483"
4469,5478,2025-11,2025-11,2025-11,,,4942982,,,False,3.9759295078444015,green,0.007328,,https://www.google.com/maps/search/?api=1&query=SCATS%205478%202025-11%20Victoria
4470,5871,2025-12,2025-12,2025-12,,,4935673,,,False,3.9544379969911883,green,0.007318,,https://www.google.com/maps/search/?api=1&query=SCATS%205871%202025-12%20Victoria
4471,1546,HARVEST HOME ROAD near GAMMAGE BOULEVARD,HARVEST HOME ROAD NR GAMMAGE BOULEVARD,2017-01,POS,WHI,4908018,-37.623001,145.000936,True,3.9329464861379755,green,0.007277,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.623001,145.000936"
4472,7050,2019-07,2019-07,2019-07,,,4853520,,,False,3.9114549752847623,green,0.007196,,https://www.google.com/maps/search/?api=1&query=SCATS%207050%202019-07%20Victoria
4473,5485,2025-09,2025-09,2025-09,,,4824317,,,False,3.889963464431549,green,0.007152,,https://www.google.com/maps/search/?api=1&query=SCATS%205485%202025-09%20Victoria
4474,4603,Exhibition / Little Bourke,EXHIBITION/LITTLE BOURKE,2014-01,INT,MBN,4806325,-37.811104,144.970108,True,3.8684719535783367,green,0.007126,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.811104,144.970108"
4475,1216,Harvest Home / Eden Vale Bvd / Redding Rise,HARVEST HOME/EDEN VALE BVD/REDDING RISE,2019-07,INT,WHI,4725592,-37.621302,145.011842,True,3.846980442725124,green,0.007006,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.621302,145.011842"
4476,6360,Northern Hwy / Mcivors Road,Northern Hwy / Mcivors Road,2025-05,INT,MIT2,4707344,-37.318555,144.952927,True,3.8254889318719107,green,0.006979,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.318555,144.952927"
4477,32152,Parkers Road between Como Parade East & West,Parkers Road between Como Parade East & West,2025-03,INT,KIN,4705076,-37.993539,145.077197,True,3.8039974210186975,green,0.006976,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.993539,145.077197"
4478,4177,Watsonia-Morwell,WATSONIA-MORWELL,2025-01,INT,BAN,4674887,-37.710874,145.082685,True,3.7825059101654848,green,0.006931,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.710874,145.082685"
4479,2371,Donnybrook Road / Monakeeba Bvd,DONNYBROOK RD/ MONAKEEBA BVD,2023-10,INT,WHI,4639843,-37.548141,145.021951,True,3.7610143993122716,green,0.006879,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.548141,145.021951"
4480,5261,2014-01,2014-01,2014-01,,,4616034,,,False,3.7395228884590583,green,0.006844,,https://www.google.com/maps/search/?api=1&query=SCATS%205261%202014-01%20Victoria
4481,6644,2025-03,2025-03,2025-03,,,4613569,,,False,3.718031377605846,green,0.00684,,https://www.google.com/maps/search/?api=1&query=SCATS%206644%202025-03%20Victoria
4482,4877,Bridge / Light Rail Crossing,BRIDGE/LIGHT RAIL CROSSING,2014-01,INT,PTP,4612247,-37.83482,144.940971,True,3.696539866752633,green,0.006838,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.83482,144.940971"
4483,1948,Grattan Street / Barry Street,GRATTAN ST/BARRY ST,2024-06,POS,MBN,4581344,-37.79999,144.959893,True,3.67504835589942,green,0.006792,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.79999,144.959893"
4484,1838,Patterson Drive / Hayes Hill Boulevard,PATTERSON DRIVE / HAYES HILL BOULEVARD,2022-02,INT,WHI,4570430,-37.544047,144.984426,True,3.653556845046207,green,0.006776,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.544047,144.984426"
4485,4316,MILITARY near CLARENDON,MILITARY NR CLARENDON,2019-01,POS,MNV,4569647,-37.766436,144.863791,True,3.6320653341929936,green,0.006775,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.766436,144.863791"
4486,1949,Grattan Street / Leicester Street,GRATTAN ST/LEICESTER ST,2024-04,INT,MBN,4551006,-37.80012,144.961026,True,3.610573823339781,green,0.006747,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.80012,144.961026"
4487,32139,2025-11,2025-11,2025-11,,,4489771,,,False,3.5890823124865676,green,0.006656,,https://www.google.com/maps/search/?api=1&query=SCATS%2032139%202025-11%20Victoria
4488,4876,Ingles / Light Rail Crossing,INGLES/LIGHT RAIL CROSSING,2014-01,INT,PTP,4474162,-37.832302,144.945484,True,3.5675908016333544,green,0.006633,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.832302,144.945484"
4489,5398,Hogans Road / Connaught Road,Hogans Road/ Connaught Road,2020-12,INT,WYN,4450804,-37.859224,144.648838,True,3.546099290780142,green,0.006599,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.859224,144.648838"
4490,5867,Midland Hwy near Parker St,Midland Hwy near Parker St,2025-09,POS,MTA,4442072,-37.056265,144.218438,True,3.524607779926929,green,0.006586,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.056265,144.218438"
4491,5439,Bells Road / Bellavita Avenue,Bells Road / Bellavita Avenue,2023-05,INT,CAS,4373880,-38.137315,145.355314,True,3.503116269073716,green,0.006485,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.137315,145.355314"
4492,32067,Ballarto Road / Greenwood Dr,Ballarto Road/Greenwood Dr,2025-05,INT,FRA,4372575,-38.115597,145.18125,True,3.481624758220503,green,0.006483,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.115597,145.18125"
4493,2241,2025-09,2025-09,2025-09,,,4293012,,,False,3.4601332473672897,green,0.006365,,https://www.google.com/maps/search/?api=1&query=SCATS%202241%202025-09%20Victoria
4494,2388,2025-09,2025-09,2025-09,,,4184367,,,False,3.438641736514077,green,0.006204,,https://www.google.com/maps/search/?api=1&query=SCATS%202388%202025-09%20Victoria
4495,6318,Baranduda Bvd / John Schuburt Drv / Glenwood Bvd,BARANDUDA BVD/JOHN SCHUBURT DRV/GLENWOOD BVD,2023-12,INT,WOD,4101981,-36.176559,146.941005,True,3.4171502256608637,green,0.006082,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-36.176559,146.941005"
4496,2284,2025-09,2025-09,2025-09,,,4052137,,,False,3.3956587148076514,green,0.006008,,https://www.google.com/maps/search/?api=1&query=SCATS%202284%202025-09%20Victoria
4497,6199,CHAPEL (MCIVOR Highway) / HARGREAVES,CHAPEL (MCIVOR HWY)/HARGREAVES,2025-09,INT,GBO,4026631,-36.756396,144.285228,True,3.374167203954438,green,0.00597,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-36.756396,144.285228"
4498,1963,EDWARDES near HARBURY,EDWARDES NR HARBURY,2025-09,POS,DAR,4014204,-37.715646,144.999954,True,3.352675693101225,green,0.005951,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.715646,144.999954"
4499,2232,Shipwright Parade / Bradfield Street,Shipwright Parade/Bradfield Street,2022-02,INT,WYN,3794771,-37.903101,144.617218,True,3.331184182248012,green,0.005626,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.903101,144.617218"
4500,2281,Pattersons Rd / Orana Blvd / South St,Pattersons Rd / Orana Blvd / South St,2023-05,INT,CAS,3739291,-38.124419,145.373847,True,3.309692671394799,green,0.005544,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.124419,145.373847"
4501,32016,2025-05,2025-05,2025-05,,,3567389,,,False,3.2882011605415857,green,0.005289,,https://www.google.com/maps/search/?api=1&query=SCATS%2032016%202025-05%20Victoria
4502,32143,2025-12,2025-12,2025-12,,,3527273,,,False,3.266709649688373,green,0.005229,,https://www.google.com/maps/search/?api=1&query=SCATS%2032143%202025-12%20Victoria
4503,6155,HIGH near STANLEY,HIGH NR STANLEY,2014-01,FLASH PX,WOD,3488173,-36.122982,146.888113,True,3.2452181388351606,green,0.005172,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-36.122982,146.888113"
4504,1417,2017-06,2017-06,2017-06,,,3435592,,,False,3.2237266279819474,green,0.005094,,https://www.google.com/maps/search/?api=1&query=SCATS%201417%202017-06%20Victoria
4505,2263,Sofra Road / Burlina Boulevard,Sofra  Road / Burlina Boulevard,2023-09,INT,CAS,3386714,-38.113637,145.372241,True,3.202235117128734,green,0.005021,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.113637,145.372241"
4506,5475,2023-10,2023-10,2023-10,,,3374256,,,False,3.180743606275521,green,0.005003,,https://www.google.com/maps/search/?api=1&query=SCATS%205475%202023-10%20Victoria
4507,2129,Jardin Road / Voyager Drive / Voyager Drive East,Jardin Road / Voyager Drive / Voyager Drive East,2023-10,INT,WHI,3366423,-37.604165,144.985256,True,3.1592520954223082,green,0.004991,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.604165,144.985256"
4508,32183,2025-07,2025-07,2025-07,,,3357731,,,False,3.137760584569095,green,0.004978,,https://www.google.com/maps/search/?api=1&query=SCATS%2032183%202025-07%20Victoria
4509,5500,2025-08,2025-08,2025-08,,,3343413,,,False,3.1162690737158822,green,0.004957,,https://www.google.com/maps/search/?api=1&query=SCATS%205500%202025-08%20Victoria
4510,6222,MC IVOR Highway near PUTNAM,MC IVOR HWY NR PUTNAM,2025-09,POS,GBO,3207246,-36.759109,144.309941,True,3.0947775628626695,green,0.004755,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-36.759109,144.309941"
4511,32149,Wells Rd / Bardia Ave / Kananook station Car Park access,Wells Rd/ Bardia Ave / Kananook station Car Park access,2025-05,INT,FRA,3168679,-38.120507,145.135387,True,3.0732860520094563,green,0.004698,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.120507,145.135387"
4512,32082,Aitken / English,AITKEN/ENGLISH,2024-12,INT,HUM,3048590,-37.559069,144.919891,True,3.051794541156243,green,0.00452,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.559069,144.919891"
4513,32123,2026-01,2026-01,2026-01,,,3008872,,,False,3.0303030303030303,green,0.004461,,https://www.google.com/maps/search/?api=1&query=SCATS%2032123%202026-01%20Victoria
4514,2294,Albert / Msac Access Road Exit,ALBERT/MSAC ACCESS ROAD EXIT,2014-01,INT,PTP,2987850,-37.840159,144.961648,True,3.0088115194498175,green,0.00443,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.840159,144.961648"
4515,2266,2022-10,2022-10,2022-10,,,2951098,,,False,2.9873200085966043,green,0.004375,,https://www.google.com/maps/search/?api=1&query=SCATS%202266%202022-10%20Victoria
4516,32134,2025-09,2025-09,2025-09,,,2938909,,,False,2.9658284977433915,green,0.004357,,https://www.google.com/maps/search/?api=1&query=SCATS%2032134%202025-09%20Victoria
4517,3458,2014-01,2014-01,2014-01,,,2845526,,,False,2.9443369868901783,green,0.004219,,https://www.google.com/maps/search/?api=1&query=SCATS%203458%202014-01%20Victoria
4518,1857,2025-05,2025-05,2025-05,,,2821420,,,False,2.9228454760369655,green,0.004183,,https://www.google.com/maps/search/?api=1&query=SCATS%201857%202025-05%20Victoria
4519,32203,2025-06,2025-06,2025-06,,,2756774,,,False,2.9013539651837523,green,0.004087,,https://www.google.com/maps/search/?api=1&query=SCATS%2032203%202025-06%20Victoria
4520,32249,2025-07,2025-07,2025-07,,,2716853,,,False,2.8798624543305396,green,0.004028,,https://www.google.com/maps/search/?api=1&query=SCATS%2032249%202025-07%20Victoria
4521,6352,2025-09,2025-09,2025-09,,,2443915,,,False,2.8583709434773263,green,0.003623,,https://www.google.com/maps/search/?api=1&query=SCATS%206352%202025-09%20Victoria
4522,32019,Dohertys Road / Modesto Drive,Dohertys Road / Modesto Drive,2023-10,INT,WYN,2440148,-37.816116,144.663031,True,2.8368794326241136,green,0.003618,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.816116,144.663031"
4523,1703,Railway Place @ Ringwood Station Bus Int,Railway Place @ Ringwood Station Bus Int,2016-06,POS,MRH,2373194,-37.815688,145.228873,True,2.8153879217709004,green,0.003518,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.815688,145.228873"
4524,3430,Somerville / Hyde,SOMERVILLE/HYDE,2018-08,INT,MRG,2319926,-37.814375,144.897177,True,2.7938964109176876,green,0.003439,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.814375,144.897177"
4525,6651,2025-05,2025-05,2025-05,,,2293787,,,False,2.7724049000644744,green,0.003401,,https://www.google.com/maps/search/?api=1&query=SCATS%206651%202025-05%20Victoria
4526,1829,Laurens Street near Barwise Street,Laurens Street near Barwise Street,2023-10,POS,MBN,2099407,-37.801115,144.941795,True,2.7509133892112616,green,0.003113,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.801115,144.941795"
4527,2095,Riding Boundary Road / Industrial Connector / Access Street,Riding Boundary Road/Industrial Connector/Access Street,2022-10,INT,MLT,2062280,-37.75965,144.70266,True,2.729421878358049,green,0.003058,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.75965,144.70266"
4528,3328,2025-06,2025-06,2025-06,,,2055381,,,False,2.7079303675048356,green,0.003047,,https://www.google.com/maps/search/?api=1&query=SCATS%203328%202025-06%20Victoria
4529,32075,2025-12,2025-12,2025-12,,,2050232,,,False,2.6864388566516224,green,0.00304,,https://www.google.com/maps/search/?api=1&query=SCATS%2032075%202025-12%20Victoria
